model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome,pw,term_left,term_right,term_midpoint
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24278145.96331951,6689,-0.2023139686674762,0.06537776069122371,-3.094538058943257,0.001971196426318015,-0.3304520250121531,-0.07417591232279927,0.8168384260054018,0.7185988353591443,0.9285083434146034,Unadjusted,postest,1-7,0,6,3.5
0,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2432275.7506400067,2157,-0.05759594625602927,0.08878313259660735,-0.6487262227806341,0.5165153517680675,-0.2316076885800237,0.11641579606796518,0.9440313097713092,0.7932572661547385,1.1234629064900248,Unadjusted,postest,8-14,7,13,10.5
0,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2409996.0054400065,834,0.4115762776620703,0.10665049516138196,3.859112674903938,1.1379946404057039e-4,0.20254514821239838,0.6206074071117422,1.5091948212706605,1.2245153685538759,1.8600575109482331,Unadjusted,postest,15-21,14,20,17.5
0,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2385802.8931600065,436,0.3162060807860776,0.13652962963585105,2.3160253318598736,0.02055688560941469,0.04861292387721716,0.583799237694938,1.3719129513954127,1.0498139141846137,1.7928369216446578,Unadjusted,postest,22-28,21,27,24.5
0,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2332569.653640006,318,0.3680671082322704,0.1525352152807913,2.4129975989788432,0.01582192379815144,0.06910357990785582,0.6670306365566849,1.444939003022531,1.0715471941599726,1.9484430866271754,Unadjusted,postest,29-35,28,34,31.5
0,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12257295.029720027,928,0.3028211946260287,0.10392236562607465,2.913917449835739,0.0035692427507539367,0.09913710081071911,0.5065052884413382,1.3536723989021033,1.1042176783204773,1.6594816398307548,Unadjusted,postest,36+,35,41,38.5
1,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24278145.96331951,6689,-0.03251875239619486,0.06706706776632465,-0.48486915380730267,0.6277691644253209,-0.16396778976689833,0.09893028497450859,0.9680042972610039,0.848769360498864,1.1039893322315848,Adjusting for time,postest,1-7,0,6,3.5
1,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2432275.7506400067,2157,-0.08142591256534108,0.08898882470663293,-0.9150127876593012,0.36018491695952426,-0.25584080401688974,0.09298897888620757,0.9218010011955354,0.7742652188942374,1.097449640084066,Adjusting for time,postest,8-14,7,13,10.5
1,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2409996.0054400065,834,0.3706696343599875,0.10723590119594346,3.4565815200516936,5.470737069708746e-4,0.16049113016624267,0.5808481385537323,1.4487043921673772,1.174087359134739,1.7875538813668437,Adjusting for time,postest,15-21,14,20,17.5
1,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2385802.8931600065,436,0.2620180053846483,0.13725632513950878,1.9089685310919584,0.05626615132219611,-0.006999448539108444,0.531035459308405,1.2995499411152893,0.9930249905475307,1.7006923949835047,Adjusting for time,postest,22-28,21,27,24.5
1,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2332569.653640006,318,0.2959145202564135,0.15312354259898278,1.932521382628848,0.05329518545706396,-0.004202108422777406,0.5960311489356045,1.3443552367795253,0.9958067080811959,1.814901414089662,Adjusting for time,postest,29-35,28,34,31.5
1,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12257295.029720027,928,0.1675117778335811,0.10601288080632625,1.5801077808611437,0.11408218572515069,-0.04026965044415587,0.37529320611131806,1.1823592157329912,0.9605303967803305,1.4554180895416735,Adjusting for time,postest,36+,35,41,38.5
2,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24278145.96331951,6689,-0.0546503912126361,0.06729256074307316,-0.8121312461461293,0.41671632563752353,-0.18654138669653336,0.07724060427126117,0.94681610532775,0.8298242175575822,1.0803019703938717,Adjusting for time + demographics,postest,1-7,0,6,3.5
2,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2432275.7506400067,2157,-0.08042514818683857,0.08899598041923104,-0.9036941647025172,0.3661575941625115,-0.25485406457736326,0.09400376820368608,0.9227239685609993,0.775029593979876,1.0985638855218571,Adjusting for time + demographics,postest,8-14,7,13,10.5
2,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2409996.0054400065,834,0.3743337149540676,0.10721521304804837,3.4914235052287808,4.8045402198720725e-4,0.16419575878510395,0.5844716711230312,1.4540222984863265,1.178444983472581,1.7940428905433503,Adjusting for time + demographics,postest,15-21,14,20,17.5
2,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2385802.8931600065,436,0.26958034072575493,0.13722623764498731,1.9644956048651263,0.049472645475269326,6.218572076452933e-4,0.5385388242438646,1.3094148273379098,1.0006220506009242,1.7135013055355752,Adjusting for time + demographics,postest,22-28,21,27,24.5
2,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2332569.653640006,318,0.3070564615226079,0.15310835985282378,2.0054846242084206,0.044911262888571585,0.006969590479075027,0.6071433325661408,1.359417720699546,1.0069939345981151,1.8351814006600553,Adjusting for time + demographics,postest,29-35,28,34,31.5
2,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12257295.029720027,928,0.1814913441775639,0.10603194111210354,1.7116667135771853,0.08695810619316796,-0.026327441613030855,0.38931012996815867,1.1990041582977027,0.9740161039828094,1.4759622204773681,Adjusting for time + demographics,postest,36+,35,41,38.5
3,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24278145.96331951,6689,-0.054637743894071354,0.0674756137379353,-0.8097405991189022,0.41808927889552644,-0.18688751665516062,0.0776120288670179,0.9468280800883805,0.829537040238695,1.080703295642941,Adjusting for time + demographics + clinical,postest,1-7,0,6,3.5
3,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2432275.7506400067,2157,-0.0820379628786381,0.08901561069992643,-0.9216132118128119,0.35673036457554996,-0.25650535391233215,0.09242942815505595,0.921236985224639,0.7737508519541545,1.0968357331076215,Adjusting for time + demographics + clinical,postest,8-14,7,13,10.5
3,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2409996.0054400065,834,0.37233709945581167,0.10724353303472134,3.471883934812771,5.168197282054717e-4,0.16214363713292637,0.582530561778697,1.4511220713130935,1.1760291506453202,1.790563834830553,Adjusting for time + demographics + clinical,postest,15-21,14,20,17.5
3,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2385802.8931600065,436,0.2677771592720398,0.13724009134490686,1.9511584162318276,0.05103820395210575,-0.0012084769989647581,0.5367627955430444,1.307055842284263,0.9987922529153059,1.7104607788685864,Adjusting for time + demographics + clinical,postest,22-28,21,27,24.5
3,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2332569.653640006,318,0.30601268177296753,0.1531371229562781,1.9982919612531618,0.045685016517139306,0.005869436082580615,0.6061559274633544,1.357999528280399,1.0058866949726728,1.833370227508464,Adjusting for time + demographics + clinical,postest,29-35,28,34,31.5
3,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12257295.029720027,928,0.18310144245903665,0.1061119130059743,1.7255502918765369,0.08442834864098518,-0.02487408536332028,0.39107697028139354,1.2009362278259759,0.9754327255534038,1.4785723151605734,Adjusting for time + demographics + clinical,postest,36+,35,41,38.5
